year,ward,candidate,votes
2023,19,Charlton Matti,5
2023,19,Chevalier Romero Danny,4
2023,19,Chow Olivia,15910
2023,19,Choy Logan,31
2023,19,Clarke Kevin,19
2023,19,Climenhaga Sarah,12
2023,19,Cohen Gordon,5
2023,19,Collins Paul,6
2023,19,D'Amico Frank,2
2023,19,D'Angelo Frank,7
2023,19,Davis Rob,12
2023,19,D'Cruze Phillip,1
2023,19,Deb Samson,3
2023,19,Desai Habiba,4
2023,19,Deville Cory,5
2023,19,Fenby Simryn,13
2023,19,Forrester Monica,10
2023,19,Furey Anthony,1874
2023,19,Furnival Scott,2
2023,19,Gamk Isabella,2
2023,19,Gao Feng,3
2023,19,Gong Xiao Hua,55
2023,19,Goraya Adil,8
2023,19,Graff Brian,2
2023,19,Grosman Ari,2
2023,19,Guglielmin James,0
2023,19,Gulyas David,2
2023,19,Hall Thomas,5
2023,19,Handjis Peter,4
2023,19,He Heather,2
2023,19,Heaps Toby,33
2023,19,Hossain Monowar,5
2023,19,Hunter Mitzie,1161
2023,19,Igodan Sheila,2
2023,19,Irmya Daniel,1
2023,19,Jaffery Syed,6
2023,19,Jensen Michael,1
2023,19,Johnston Patricia,7
2023,19,Khan Walayat,3
2023,19,Korovitsyn Serge,1
2023,19,Lamoureux Michael,7
2023,19,Langenfeld Kris,10
2023,19,Lee Rick,5
2023,19,LeLiever Mark,7
2023,19,Letonja John,1
2023,19,MacLeod Norman,5
2023,19,Mammoliti Giorgio,16
2023,19,Mann Steve,6
2023,19,Marshall Cleveland,9
2023,19,Matlow Josh,1737
2023,19,Mohee Faizul,18
2023,19,Murphy Bob,5
2023,19,Nicula Michael,1
2023,19,Nowwarah Jamil,1
2023,19,Perruzza Anthony,16
2023,19,Ransome John,1
2023,19,Renée D!ONNE,6
2023,19,Reodica Willie,2
2023,19,Rubino Walter,2
2023,19,Saccoccia Chris,322
2023,19,Sanders Lyall,100
2023,19,Saunders Mark,2099
2023,19,Schipano Rocco,3
2023,19,Shusterman Robert,1
2023,19,Singh Knia,9
2023,19,Singh Partap Dua,4
2023,19,Sivaneswaran Raksheni,7
2023,19,Sniedzins Erwin,3
2023,19,Srivastava Sandeep,0
2023,19,Straus Meir,7
2023,19,Tang Weizhen,5
2023,19,Toye Mitchell,1
2023,19,Tull Reginald,22
2023,19,Tunney Jeffery,4
2023,19,Vadivelu Kiri,4
2023,19,Weenen Jack,3
2023,19,Wei Yuanqian,0
2023,19,Williams Jody,1
2023,19,Winter John,3
2023,19,Yan Nathalie Xian Yi,4
2023,20,Abdulsalam Bahira,47
2023,20,Acquaye Emmanuel,13
2023,20,Acton Blake,15
2023,20,Ahmed Sharif,126
2023,20,Alam Asadul,23
2023,20,Allan Gru Jesse,22
2023,20,Aly Atef,9
2023,20,Apostolopoulos Dionysios,47
2023,20,Atkinson Darren,3
2023,20,Atkinson Jamie,10
2023,20,Bailão Ana,8559
2023,20,Baking Jose,16
2023,20,Bankas Ben,5
2023,20,Beals Claudette,9
2023,20,Benway Glen,3
2023,20,Bonilla Eliazar,12
2023,20,Bradford Brad,501
2023,20,Brown Chloe,596
2023,20,Buffey Brian,10
2023,20,Caesar-Chavannes Celina,18
2023,20,Carrie Mason,7
2023,20,Chan Roland,21
2023,20,Charlton Matti,6
2023,20,Chevalier Romero Danny,7
2023,20,Chow Olivia,9981
2023,20,Choy Logan,21
2023,20,Clarke Kevin,19
2023,20,Climenhaga Sarah,7
2023,20,Cohen Gordon,8
2023,20,Collins Paul,4
2023,20,D'Amico Frank,5
2023,20,D'Angelo Frank,17
2023,20,Davis Rob,16
2023,20,D'Cruze Phillip,3
2023,20,Deb Samson,14
2023,20,Desai Habiba,7
2023,20,Deville Cory,2
2023,20,Fenby Simryn,3
2023,20,Forrester Monica,18
2023,20,Furey Anthony,1822
2023,20,Furnival Scott,8
2023,20,Gamk Isabella,4
2023,20,Gao Feng,10
2023,20,Gong Xiao Hua,145
2023,20,Goraya Adil,0
2023,20,Graff Brian,4
2023,20,Grosman Ari,3
2023,20,Guglielmin James,8
2023,20,Gulyas David,3
2023,20,Hall Thomas,14
2023,20,Handjis Peter,5
2023,20,He Heather,6
2023,20,Heaps Toby,23
2023,20,Hossain Monowar,11
2023,20,Hunter Mitzie,1114
2023,20,Igodan Sheila,0
2023,20,Irmya Daniel,2
2023,20,Jaffery Syed,10
2023,20,Jensen Michael,10
2023,20,Johnston Patricia,8
2023,20,Khan Walayat,5
2023,20,Korovitsyn Serge,0
2023,20,Lamoureux Michael,4
2023,20,Langenfeld Kris,7
2023,20,Lee Rick,7
2023,20,LeLiever Mark,9
2023,20,Letonja John,0
2023,20,MacLeod Norman,3
2023,20,Mammoliti Giorgio,36
2023,20,Mann Steve,5
2023,20,Marshall Cleveland,12
2023,20,Matlow Josh,806
2023,20,Mohee Faizul,47
2023,20,Murphy Bob,18
2023,20,Nicula Michael,3
2023,20,Nowwarah Jamil,1
2023,20,Perruzza Anthony,25
2023,20,Ransome John,3
2023,20,Renée D!ONNE,7
2023,20,Reodica Willie,20
2023,20,Rubino Walter,2
2023,20,Saccoccia Chris,413
2023,20,Sanders Lyall,155
2023,20,Saunders Mark,2762
2023,20,Schipano Rocco,9
2023,20,Shusterman Robert,3
2023,20,Singh Knia,11
2023,20,Singh Partap Dua,8
2023,20,Sivaneswaran Raksheni,43
2023,20,Sniedzins Erwin,1
2023,20,Srivastava Sandeep,10
2023,20,Straus Meir,6
2023,20,Tang Weizhen,6
2023,20,Toye Mitchell,5
2023,20,Tull Reginald,30
2023,20,Tunney Jeffery,8
2023,20,Vadivelu Kiri,21
2023,20,Weenen Jack,4
2023,20,Wei Yuanqian,5
2023,20,Williams Jody,4
2023,20,Winter John,5
2023,20,Yan Nathalie Xian Yi,9
2023,21,Abdulsalam Bahira,55
2023,21,Acquaye Emmanuel,11
2023,21,Acton Blake,10
2023,21,Ahmed Sharif,81
2023,21,Alam Asadul,30
2023,21,Allan Gru Jesse,28
2023,21,Aly Atef,5
2023,21,Apostolopoulos Dionysios,71
2023,21,Atkinson Darren,6
2023,21,Atkinson Jamie,16
2023,21,Bailão Ana,7062
2023,21,Baking Jose,17
2023,21,Bankas Ben,6
2023,21,Beals Claudette,6
2023,21,Benway Glen,4
2023,21,Bonilla Eliazar,20
2023,21,Bradford Brad,297
2023,21,Brown Chloe,525
2023,21,Buffey Brian,6
2023,21,Caesar-Chavannes Celina,10
2023,21,Carrie Mason,17
2023,21,Chan Roland,22
2023,21,Charlton Matti,7
2023,21,Chevalier Romero Danny,8
2023,21,Chow Olivia,7970
2023,21,Choy Logan,34
2023,21,Clarke Kevin,9
2023,21,Climenhaga Sarah,3
2023,21,Cohen Gordon,3
2023,21,Collins Paul,13
2023,21,D'Amico Frank,3
2023,21,D'Angelo Frank,16
2023,21,Davis Rob,16
2023,21,D'Cruze Phillip,3
2023,21,Deb Samson,4
2023,21,Desai Habiba,21
2023,21,Deville Cory,4
2023,21,Fenby Simryn,4
2023,21,Forrester Monica,14
2023,21,Furey Anthony,1261
2023,21,Furnival Scott,5
2023,21,Gamk Isabella,2
2023,21,Gao Feng,6
2023,21,Gong Xiao Hua,144
2023,21,Goraya Adil,4
2023,21,Graff Brian,8
2023,21,Grosman Ari,6
2023,21,Guglielmin James,7
2023,21,Gulyas David,4
2023,21,Hall Thomas,21
2023,21,Handjis Peter,9
2023,21,He Heather,10
2023,21,Heaps Toby,13
2023,21,Hossain Monowar,14
2023,21,Hunter Mitzie,897
2023,21,Igodan Sheila,2
2023,21,Irmya Daniel,1
2023,21,Jaffery Syed,12
2023,21,Jensen Michael,5
2023,21,Johnston Patricia,10
2023,21,Khan Walayat,7
2023,21,Korovitsyn Serge,4
2023,21,Lamoureux Michael,3
2023,21,Langenfeld Kris,8
2023,21,Lee Rick,11
2023,21,LeLiever Mark,6
2023,21,Letonja John,1
2023,21,MacLeod Norman,11
2023,21,Mammoliti Giorgio,49
2023,21,Mann Steve,3
2023,21,Marshall Cleveland,10
2023,21,Matlow Josh,504
2023,21,Mohee Faizul,13
2023,21,Murphy Bob,4
2023,21,Nicula Michael,3
2023,21,Nowwarah Jamil,2
2023,21,Perruzza Anthony,28
2023,21,Ransome John,5
2023,21,Renée D!ONNE,9
2023,21,Reodica Willie,34
2023,21,Rubino Walter,2
2023,21,Saccoccia Chris,440
2023,21,Sanders Lyall,138
2023,21,Saunders Mark,2576
2023,21,Schipano Rocco,5
2023,21,Shusterman Robert,3
2023,21,Singh Knia,12
2023,21,Singh Partap Dua,4
2023,21,Sivaneswaran Raksheni,133
2023,21,Sniedzins Erwin,0
2023,21,Srivastava Sandeep,14
2023,21,Straus Meir,2
2023,21,Tang Weizhen,5
2023,21,Toye Mitchell,6
2023,21,Tull Reginald,54
2023,21,Tunney Jeffery,3
2023,21,Vadivelu Kiri,43
2023,21,Weenen Jack,0
2023,21,Wei Yuanqian,2
2023,21,Williams Jody,8
2023,21,Winter John,7
2023,21,Yan Nathalie Xian Yi,11
2023,22,Abdulsalam Bahira,44
2023,22,Acquaye Emmanuel,8
2023,22,Acton Blake,22
2023,22,Ahmed Sharif,22
2023,22,Alam Asadul,16
2023,22,Allan Gru Jesse,21
2023,22,Aly Atef,8
2023,22,Apostolopoulos Dionysios,61
2023,22,Atkinson Darren,12
2023,22,Atkinson Jamie,17
2023,22,Bailão Ana,6595
2023,22,Baking Jose,3
2023,22,Bankas Ben,4
2023,22,Beals Claudette,10
2023,22,Benway Glen,8
2023,22,Bonilla Eliazar,17
2023,22,Bradford Brad,183
2023,22,Brown Chloe,381
2023,22,Buffey Brian,7
2023,22,Caesar-Chavannes Celina,8
2023,22,Carrie Mason,5
2023,22,Chan Roland,54
2023,22,Charlton Matti,9
2023,22,Chevalier Romero Danny,15
2023,22,Chow Olivia,9065
2023,22,Choy Logan,29
2023,22,Clarke Kevin,12
2023,22,Climenhaga Sarah,12
2023,22,Cohen Gordon,6
2023,22,Collins Paul,5
2023,22,D'Amico Frank,8
2023,22,D'Angelo Frank,11
2023,22,Davis Rob,9
2023,22,D'Cruze Phillip,4
2023,22,Deb Samson,8
2023,22,Desai Habiba,4
2023,22,Deville Cory,4
2023,22,Fenby Simryn,4
2023,22,Forrester Monica,8
2023,22,Furey Anthony,1013
2023,22,Furnival Scott,4
2023,22,Gamk Isabella,6
2023,22,Gao Feng,12
2023,22,Gong Xiao Hua,251
2023,22,Goraya Adil,2
2023,22,Graff Brian,3
2023,22,Grosman Ari,5
2023,22,Guglielmin James,10
2023,22,Gulyas David,3
2023,22,Hall Thomas,17
2023,22,Handjis Peter,4
2023,22,He Heather,83
2023,22,Heaps Toby,22
2023,22,Hossain Monowar,5
2023,22,Hunter Mitzie,667
2023,22,Igodan Sheila,1
2023,22,Irmya Daniel,0
2023,22,Jaffery Syed,6
2023,22,Jensen Michael,6
2023,22,Johnston Patricia,6
2023,22,Khan Walayat,4
2023,22,Korovitsyn Serge,2
2023,22,Lamoureux Michael,11
2023,22,Langenfeld Kris,3
2023,22,Lee Rick,26
2023,22,LeLiever Mark,22
2023,22,Letonja John,3
2023,22,MacLeod Norman,15
2023,22,Mammoliti Giorgio,34
2023,22,Mann Steve,5
2023,22,Marshall Cleveland,7
2023,22,Matlow Josh,598
2023,22,Mohee Faizul,14
2023,22,Murphy Bob,7
2023,22,Nicula Michael,5
2023,22,Nowwarah Jamil,2
2023,22,Perruzza Anthony,35
2023,22,Ransome John,1
2023,22,Renée D!ONNE,6
2023,22,Reodica Willie,10
2023,22,Rubino Walter,3
2023,22,Saccoccia Chris,226
2023,22,Sanders Lyall,113
2023,22,Saunders Mark,2544
2023,22,Schipano Rocco,1
2023,22,Shusterman Robert,3
2023,22,Singh Knia,10
2023,22,Singh Partap Dua,4
2023,22,Sivaneswaran Raksheni,45
2023,22,Sniedzins Erwin,3
2023,22,Srivastava Sandeep,8
2023,22,Straus Meir,3
2023,22,Tang Weizhen,15
2023,22,Toye Mitchell,1
2023,22,Tull Reginald,19
2023,22,Tunney Jeffery,2
2023,22,Vadivelu Kiri,11
2023,22,Weenen Jack,2
2023,22,Wei Yuanqian,10
2023,22,Williams Jody,8
2023,22,Winter John,2
2023,22,Yan Nathalie Xian Yi,19
2023,23,Abdulsalam Bahira,41
2023,23,Acquaye Emmanuel,13
2023,23,Acton Blake,9
2023,23,Ahmed Sharif,34
2023,23,Alam Asadul,14
2023,23,Allan Gru Jesse,14
2023,23,Aly Atef,7
2023,23,Apostolopoulos Dionysios,23
2023,23,Atkinson Darren,7
2023,23,Atkinson Jamie,4
2023,23,Bailão Ana,4482
2023,23,Baking Jose,12
2023,23,Bankas Ben,7
2023,23,Beals Claudette,6
2023,23,Benway Glen,6
2023,23,Bonilla Eliazar,16
2023,23,Bradford Brad,120
2023,23,Brown Chloe,428
2023,23,Buffey Brian,4
2023,23,Caesar-Chavannes Celina,14
2023,23,Carrie Mason,14
2023,23,Chan Roland,46
2023,23,Charlton Matti,1
2023,23,Chevalier Romero Danny,11
2023,23,Chow Olivia,8940
2023,23,Choy Logan,23
2023,23,Clarke Kevin,10
2023,23,Climenhaga Sarah,1
2023,23,Cohen Gordon,4
2023,23,Collins Paul,5
2023,23,D'Amico Frank,6
2023,23,D'Angelo Frank,4
2023,23,Davis Rob,16
2023,23,D'Cruze Phillip,5
2023,23,Deb Samson,4
2023,23,Desai Habiba,8
2023,23,Deville Cory,4
2023,23,Fenby Simryn,1
2023,23,Forrester Monica,4
2023,23,Furey Anthony,529
2023,23,Furnival Scott,2
2023,23,Gamk Isabella,5
2023,23,Gao Feng,15
2023,23,Gong Xiao Hua,223
2023,23,Goraya Adil,8
2023,23,Graff Brian,1
2023,23,Grosman Ari,3
2023,23,Guglielmin James,4
2023,23,Gulyas David,2
2023,23,Hall Thomas,6
2023,23,Handjis Peter,3
2023,23,He Heather,47
2023,23,Heaps Toby,14
2023,23,Hossain Monowar,3
2023,23,Hunter Mitzie,690
2023,23,Igodan Sheila,2
2023,23,Irmya Daniel,0
2023,23,Jaffery Syed,6
2023,23,Jensen Michael,8
2023,23,Johnston Patricia,6
2023,23,Khan Walayat,11
2023,23,Korovitsyn Serge,1
2023,23,Lamoureux Michael,5
2023,23,Langenfeld Kris,4
2023,23,Lee Rick,22
2023,23,LeLiever Mark,14
2023,23,Letonja John,2
2023,23,MacLeod Norman,6
2023,23,Mammoliti Giorgio,20
2023,23,Mann Steve,11
2023,23,Marshall Cleveland,8
2023,23,Matlow Josh,294
2023,23,Mohee Faizul,10
2023,23,Murphy Bob,5
2023,23,Nicula Michael,3
2023,23,Nowwarah Jamil,2
2023,23,Perruzza Anthony,38
2023,23,Ransome John,5
2023,23,Renée D!ONNE,3
2023,23,Reodica Willie,24
2023,23,Rubino Walter,6
2023,23,Saccoccia Chris,153
2023,23,Sanders Lyall,71
2023,23,Saunders Mark,2013
2023,23,Schipano Rocco,3
2023,23,Shusterman Robert,5
2023,23,Singh Knia,25
2023,23,Singh Partap Dua,6
2023,23,Sivaneswaran Raksheni,132
2023,23,Sniedzins Erwin,1
2023,23,Srivastava Sandeep,16
2023,23,Straus Meir,5
2023,23,Tang Weizhen,11
2023,23,Toye Mitchell,2
2023,23,Tull Reginald,33
2023,23,Tunney Jeffery,2
2023,23,Vadivelu Kiri,18
2023,23,Weenen Jack,1
2023,23,Wei Yuanqian,7
2023,23,Williams Jody,3
2023,23,Winter John,6
2023,23,Yan Nathalie Xian Yi,8
2023,24,Abdulsalam Bahira,35
2023,24,Acquaye Emmanuel,6
2023,24,Acton Blake,10
2023,24,Ahmed Sharif,64
2023,24,Alam Asadul,12
2023,24,Allan Gru Jesse,20
2023,24,Aly Atef,6
2023,24,Apostolopoulos Dionysios,32
2023,24,Atkinson Darren,12
2023,24,Atkinson Jamie,14
2023,24,Bailão Ana,5997
2023,24,Baking Jose,10
2023,24,Bankas Ben,6
2023,24,Beals Claudette,1
2023,24,Benway Glen,6
2023,24,Bonilla Eliazar,15
2023,24,Bradford Brad,217
2023,24,Brown Chloe,464
2023,24,Buffey Brian,3
2023,24,Caesar-Chavannes Celina,9
2023,24,Carrie Mason,10
2023,24,Chan Roland,23
2023,24,Charlton Matti,5
2023,24,Chevalier Romero Danny,18
2023,24,Chow Olivia,6448
2023,24,Choy Logan,37
2023,24,Clarke Kevin,28
2023,24,Climenhaga Sarah,9
2023,24,Cohen Gordon,7
2023,24,Collins Paul,18
2023,24,D'Amico Frank,2
2023,24,D'Angelo Frank,18
2023,24,Davis Rob,8
2023,24,D'Cruze Phillip,5
2023,24,Deb Samson,7
2023,24,Desai Habiba,32
2023,24,Deville Cory,3
2023,24,Fenby Simryn,2
2023,24,Forrester Monica,8
2023,24,Furey Anthony,1244
2023,24,Furnival Scott,6
2023,24,Gamk Isabella,4
2023,24,Gao Feng,4
2023,24,Gong Xiao Hua,119
2023,24,Goraya Adil,8
2023,24,Graff Brian,3
2023,24,Grosman Ari,0
2023,24,Guglielmin James,4
2023,24,Gulyas David,6
2023,24,Hall Thomas,12
2023,24,Handjis Peter,9
2023,24,He Heather,5
2023,24,Heaps Toby,14
2023,24,Hossain Monowar,13
2023,24,Hunter Mitzie,2763
2023,24,Igodan Sheila,2
2023,24,Irmya Daniel,1
2023,24,Jaffery Syed,10
2023,24,Jensen Michael,9
2023,24,Johnston Patricia,17
2023,24,Khan Walayat,8
2023,24,Korovitsyn Serge,3
2023,24,Lamoureux Michael,5
2023,24,Langenfeld Kris,14
2023,24,Lee Rick,6
2023,24,LeLiever Mark,9
2023,24,Letonja John,6
2023,24,MacLeod Norman,11
2023,24,Mammoliti Giorgio,21
2023,24,Mann Steve,5
2023,24,Marshall Cleveland,13
2023,24,Matlow Josh,339
2023,24,Mohee Faizul,17
2023,24,Murphy Bob,14
2023,24,Nicula Michael,5
2023,24,Nowwarah Jamil,1
2023,24,Perruzza Anthony,26
2023,24,Ransome John,3
2023,24,Renée D!ONNE,5
2023,24,Reodica Willie,27
2023,24,Rubino Walter,2
2023,24,Saccoccia Chris,270
2023,24,Sanders Lyall,80
2023,24,Saunders Mark,2088
2023,24,Schipano Rocco,2
2023,24,Shusterman Robert,5
2023,24,Singh Knia,9
2023,24,Singh Partap Dua,6
2023,24,Sivaneswaran Raksheni,118
2023,24,Sniedzins Erwin,2
2023,24,Srivastava Sandeep,20
2023,24,Straus Meir,3
2023,24,Tang Weizhen,6
2023,24,Toye Mitchell,7
2023,24,Tull Reginald,42
2023,24,Tunney Jeffery,0
2023,24,Vadivelu Kiri,31
2023,24,Weenen Jack,4
2023,24,Wei Yuanqian,4
2023,24,Williams Jody,9
2023,24,Winter John,6
2023,24,Yan Nathalie Xian Yi,4
2023,25,Abdulsalam Bahira,60
2023,25,Acquaye Emmanuel,10
2023,25,Acton Blake,11
2023,25,Ahmed Sharif,45
2023,25,Alam Asadul,16
2023,25,Allan Gru Jesse,17
2023,25,Aly Atef,7
2023,25,Apostolopoulos Dionysios,16
2023,25,Atkinson Darren,6
2023,25,Atkinson Jamie,17
2023,25,Bailão Ana,8277
2023,25,Baking Jose,16
2023,25,Bankas Ben,5
2023,25,Beals Claudette,3
2023,25,Benway Glen,7
2023,25,Bonilla Eliazar,13
2023,25,Bradford Brad,262
2023,25,Brown Chloe,646
2023,25,Buffey Brian,3
2023,25,Caesar-Chavannes Celina,23
2023,25,Carrie Mason,11
2023,25,Chan Roland,17
2023,25,Charlton Matti,8
2023,25,Chevalier Romero Danny,8
2023,25,Chow Olivia,8238
2023,25,Choy Logan,23
2023,25,Clarke Kevin,13
2023,25,Climenhaga Sarah,2
2023,25,Cohen Gordon,2
2023,25,Collins Paul,5
2023,25,D'Amico Frank,4
2023,25,D'Angelo Frank,8
2023,25,Davis Rob,10
2023,25,D'Cruze Phillip,3
2023,25,Deb Samson,4
2023,25,Desai Habiba,12
2023,25,Deville Cory,3
2023,25,Fenby Simryn,2
2023,25,Forrester Monica,8
2023,25,Furey Anthony,1317
2023,25,Furnival Scott,7
2023,25,Gamk Isabella,2
2023,25,Gao Feng,4
2023,25,Gong Xiao Hua,171
2023,25,Goraya Adil,5
2023,25,Graff Brian,3
2023,25,Grosman Ari,2
2023,25,Guglielmin James,4
2023,25,Gulyas David,7
2023,25,Hall Thomas,10
2023,25,Handjis Peter,2
2023,25,He Heather,4
2023,25,Heaps Toby,14
2023,25,Hossain Monowar,12
2023,25,Hunter Mitzie,1827
2023,25,Igodan Sheila,0
2023,25,Irmya Daniel,1
2023,25,Jaffery Syed,13
2023,25,Jensen Michael,9
2023,25,Johnston Patricia,9
2023,25,Khan Walayat,9
2023,25,Korovitsyn Serge,1
2023,25,Lamoureux Michael,2
2023,25,Langenfeld Kris,11
2023,25,Lee Rick,5
2023,25,LeLiever Mark,7
2023,25,Letonja John,0
2023,25,MacLeod Norman,10
2023,25,Mammoliti Giorgio,19
2023,25,Mann Steve,5
2023,25,Marshall Cleveland,18
2023,25,Matlow Josh,505
2023,25,Mohee Faizul,27
2023,25,Murphy Bob,5
2023,25,Nicula Michael,4
2023,25,Nowwarah Jamil,4
2023,25,Perruzza Anthony,38
2023,25,Ransome John,3
2023,25,Renée D!ONNE,8
2023,25,Reodica Willie,16
2023,25,Rubino Walter,4
2023,25,Saccoccia Chris,304
2023,25,Sanders Lyall,136
2023,25,Saunders Mark,2704
2023,25,Schipano Rocco,2
2023,25,Shusterman Robert,5
2023,25,Singh Knia,29
2023,25,Singh Partap Dua,11
2023,25,Sivaneswaran Raksheni,172
2023,25,Sniedzins Erwin,0
2023,25,Srivastava Sandeep,10
2023,25,Straus Meir,3
2023,25,Tang Weizhen,4
2023,25,Toye Mitchell,3
2023,25,Tull Reginald,35
2023,25,Tunney Jeffery,3
2023,25,Vadivelu Kiri,40
2023,25,Weenen Jack,0
2023,25,Wei Yuanqian,5
2023,25,Williams Jody,4
2023,25,Winter John,6
2023,25,Yan Nathalie Xian Yi,7
